,,precision,precision,recall,recall,f1_score,f1_score,auc_roc,auc_roc,auc_pr,auc_pr,gmean,gmean,balanced_accuracy,balanced_accuracy,training_time,training_time
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
sampler,model,,,,,,,,,,,,,,,,
None,LightGBM,0.25225207784428577,0.06844531921502284,0.5301793444650588,0.21530881135129337,0.33303934772752236,0.1010222685669858,0.7197220744295041,0.12225741525960969,0.1750197488121555,0.08287618657992178,0.7111571166210899,0.1689149423681232,0.7637144370180666,0.10721761896797463,2.7481362342834474,0.2737554471452108
None,LogisticRegression,0.8835176821084125,0.03601204428172212,0.6260977118119976,0.043038295294264825,0.7320656523179652,0.03348371351903932,0.9735239529680303,0.008568348742565993,0.7598846433706817,0.022881696268294862,0.7908328219944301,0.02717446215385724,0.8129767527809438,0.02151754819801999,1.0017750263214111,1.6273303781368573
None,LogisticRegression_Balanced,0.06509490605540609,0.003755037894210973,0.9125541125541126,0.02768757280115842,0.1214912478407516,0.006474703892404721,0.979514632146145,0.008765694625921803,0.7295367347725483,0.02843371346949664,0.9442557181601086,0.01392993135772369,0.9449041072592415,0.013334681333213486,1.08603835105896,1.9014462774242213
None,RandomForest,0.9487129003820158,0.03256053666241897,0.7805194805194805,0.014746002799866603,0.8563026388378887,0.019563687317863447,0.9553677133400076,0.016480958440767166,0.8490824546117285,0.024164581508186376,0.8834058704957795,0.008382053547047269,0.8902228093908097,0.007386128030642107,4.692031955718994,0.09374230023720374
None,RandomForest_Balanced,0.9487129003820158,0.03256053666241897,0.7805194805194805,0.014746002799866603,0.8563026388378887,0.019563687317863447,0.9553677133400076,0.016480958440767166,0.8490824546117285,0.024164581508186376,0.8834058704957795,0.008382053547047269,0.8902228093908097,0.007386128030642107,4.592878198623657,0.10980705708915951
None,SVM,0.9376443346711948,0.04497596046503319,0.7622552051123479,0.03644198915205191,0.8408470190597139,0.039515046699049775,0.9446896351649882,0.015479362039162394,0.8126518215744201,0.03489629585179158,0.8728317502710901,0.02105397383692333,0.8810836372360186,0.01825016517443142,12.114160633087158,0.35079434102169654
None,XGBoost,0.954142909481663,0.028920778662464865,0.800803957946815,0.035535739838337174,0.8704910084057674,0.028915925138453383,0.9779383883217407,0.009573890739122168,0.8566808437164287,0.0254065947713046,0.8946707132334968,0.01985145782024241,0.9003685653300894,0.017776798748030294,2.423719596862793,0.6591561055419057
Random OverSampling,DecisionTree,0.7831999335145597,0.055405825686823944,0.7377860235003093,0.04364516511985937,0.7587589318375578,0.03724261883489999,0.8687136332439203,0.021819509530665943,0.5786181728434753,0.05565140017103382,0.8584875440947981,0.02550133658521017,0.8687136332439203,0.021819509530665953,13.167668581008911,2.1794714546197493
Random OverSampling,KNN,0.7012685710709426,0.04346154884331379,0.8435168006596578,0.026255275117120783,0.765424809128745,0.03244116384187148,0.9246316151171431,0.012093815124147953,0.7480903201516336,0.04801386307009217,0.9180550429767299,0.0143418584709333,0.921445367250322,0.013149399791225381,3.238370943069458,0.09488397797074906
Random OverSampling,LightGBM,0.8542611132272523,0.02733378165990232,0.8069470212327354,0.01981280435656682,0.829749522616064,0.019176666894783027,0.9695180372787705,0.016641816329196753,0.818628298579765,0.04014982164042227,0.8981404080844115,0.011068750922834426,0.9033539249455449,0.009912230890661894,5.512009048461914,0.21222831758205662
Random OverSampling,LogisticRegression,0.0650969518917196,0.0033417178422306677,0.9105339105339105,0.028363686206370003,0.12147802883523576,0.005710881257304972,0.979456697980669,0.008727699669822665,0.7296372481852452,0.02863961276217415,0.9432333466194069,0.01419783104508265,0.9439239026668462,0.013595128980953166,0.33339691162109375,0.12518652642944464
Random OverSampling,RandomForest,0.9065619340105521,0.04946240183419698,0.7947227375798804,0.016542354681372773,0.8467110832300927,0.029957605854682563,0.9630586290586141,0.007462155207728442,0.8494091629158685,0.032822402085574846,0.8913697061351172,0.009291675498548906,0.8972892656648852,0.008304743758542767,5.568308162689209,0.06671268782886
Random OverSampling,SVM,0.10506479874856238,0.011562206688095496,0.8983714698000412,0.028703432231576582,0.18785278825991436,0.017765280965427333,0.9739685318080508,0.008922627596810591,0.6456574155875561,0.06606209968516004,0.941339414699074,0.014191785351589443,0.9424801442699096,0.013434752534736097,94.2804229259491,4.019429973199754
Random OverSampling,XGBoost,0.9193993014063793,0.04162039847914496,0.8292310863739436,0.029303093240485155,0.871896752846177,0.033800044161532074,0.9763558776945589,0.011320515892558593,0.8604118270574492,0.025595309852295023,0.9104506169936537,0.016089189032445467,0.914552233125948,0.014679851890086977,4.26593427658081,0.7768114600122126
Random UnderSampling,DecisionTree,0.015877894777797205,0.0012030764391682078,0.9085549371263657,0.027629650150587534,0.03120646641271675,0.002315842813731438,0.9052702054922932,0.010810654270880193,0.014569413729014786,0.0009460841847839775,0.905126486753893,0.010815917506684203,0.9052702054922932,0.01081065427088022,0.03881649971008301,0.0039542742728358535
Random UnderSampling,KNN,0.060671176794458215,0.004987123966573194,0.890249433106576,0.021863971968539116,0.11354563790742689,0.008638491140291017,0.9707872695777209,0.007102541319221914,0.33744200912233036,0.14526498521977793,0.9320617356330809,0.010513450537856118,0.9331133910868159,0.009943173075474272,0.07883453369140625,0.0035487283440818083
Random UnderSampling,LightGBM,0.04987889659993425,0.00700193807375272,0.9065141207998352,0.013112789260150953,0.09449485452136487,0.01263052540204091,0.9813615692957269,0.010135783030888043,0.7070967854811666,0.042434282962621306,0.9375516594564599,0.008599529593535427,0.9380943007847021,0.00843426571021768,0.7510540962219239,0.028107032523774094
Random UnderSampling,LogisticRegression,0.04882448406097116,0.0076142437454616175,0.9145949288806431,0.02359613311971733,0.09262828875940128,0.013726730795449093,0.9768812764119781,0.007591476523661805,0.7103353702095716,0.01133748882990653,0.9411738680210506,0.013204939455065472,0.9416176726600778,0.012851314754862434,0.05966320037841797,0.004322078074303392
Random UnderSampling,RandomForest,0.056703076063667215,0.008787357773643352,0.9085549371263657,0.01890420122899063,0.10665619118839956,0.015679103911918197,0.9793979673459425,0.005461613771889022,0.744236648666614,0.023792170656191155,0.9403766482244809,0.011520761526094518,0.940963011007303,0.011243004031421918,1.5626224517822265,0.2846677077749141
Random UnderSampling,SVM,0.06507629020581343,0.00961129922828611,0.8922490208204493,0.02462434762075982,0.1212101255004558,0.016919838648434955,0.9809632759411802,0.006482413544294155,0.7146250766474034,0.02461994717034513,0.9338240537433004,0.014219102777439175,0.9348535609351707,0.013680511423104474,0.5434530258178711,0.0574851868134316
Random UnderSampling,XGBoost,0.043215753932400985,0.00565933930586904,0.912636569779427,0.015113710150726777,0.08247922006596917,0.010316718658418333,0.9795668663179798,0.007574974846672393,0.7440231924960948,0.032841946263059314,0.9382295183820217,0.008665731925214974,0.9386125711567062,0.008470256555558916,0.22899861335754396,0.018262372037070772
SMOTE,DecisionTree,0.39112471863013065,0.0197224821323477,0.7927025355596784,0.029033752100978447,0.5236807679777078,0.022510188892932045,0.8952820311936585,0.014539113883866176,0.31072131315779,0.025034910400906597,0.8892670089806941,0.01630094841820969,0.8952820311936585,0.014539113883866176,46.753646802902225,5.3635896605200974
SMOTE,KNN,0.4687277842426611,0.028338871008248296,0.8516182230467944,0.021056709204748402,0.6042803675989207,0.025630320442493863,0.9324655849787682,0.007582384998432504,0.6276961553330481,0.03509671142163045,0.9220009723100555,0.011389249185593897,0.9249702532148311,0.010532159710084615,3.201074981689453,0.028259297731057603
SMOTE,LightGBM,0.5428676314357637,0.0349486690523853,0.8536178107606679,0.020166149964587952,0.6630895394323417,0.026899010845759085,0.9722335647491599,0.0175927185542281,0.8157397301494205,0.047868910432245615,0.9232840931167157,0.010900237052668219,0.9261828392213202,0.0100710431838509,5.79142017364502,0.4011579560609696
SMOTE,LogisticRegression,0.05918562276084978,0.004030988858975384,0.9104926819212533,0.029377429795089113,0.1111221033626663,0.007120150104229833,0.9779259814189633,0.009068535434262448,0.7287704704367476,0.032707870966259635,0.9420327860619372,0.01499432028527033,0.9426845696858083,0.0144489722785577,0.4067810535430908,0.028950604348218525
SMOTE,RandomForest,0.7172152949219662,0.05954767069454704,0.8393939393939395,0.030041099251347035,0.77284775135953,0.04438229018258577,0.9790323672958878,0.008699806597312666,0.8419120419021443,0.03509406608492341,0.9158033993057874,0.016316136534218394,0.9194067985839437,0.015063044078954674,5.704420804977417,0.08797504595803649
SMOTE,SVM,0.0926344209500132,0.010416525833861368,0.88008658008658,0.03485872495327905,0.16748107525682038,0.01706367739997705,0.9703302301810999,0.00911217358208071,0.6563352511139859,0.06330995836003078,0.9308885371147217,0.018462999331945007,0.9325129100070626,0.01734868229178468,84.15380911827087,4.236434635939273
SMOTE,XGBoost,0.7412875810404496,0.051950633012886126,0.8394145537002681,0.022101934983585314,0.7865731204993122,0.03348507391752486,0.9742743259717642,0.008416375512930365,0.8518026584511512,0.027927768824392744,0.9158973526317583,0.012040983300072977,0.9194505193804261,0.01106380551791804,4.494712018966675,0.7700116695989846
SMOTEENN,DecisionTree,0.3799730458221024,0.014811865693317546,0.8089053803339518,0.027503590971367665,0.5169720451910633,0.017842931021305738,0.9033095918429339,0.013757990507904513,0.30789949365256086,0.020382427268181746,0.8982600801401437,0.01521346178147288,0.9033095918429339,0.013757990507904506,41.623392295837405,3.1308701849804437
SMOTEENN,KNN,0.4222566576568837,0.03703102170034597,0.8556586270871985,0.02221168788006526,0.5648172069628918,0.03541726717084189,0.9342976103533432,0.006723725214547169,0.5234163518802888,0.03384611435629015,0.9240110379902704,0.011981127880024402,0.9268075595031864,0.011139152372941072,3.3672428131103516,0.01686445190799007
SMOTEENN,LightGBM,0.4985707842220098,0.026046361401385932,0.8577406720263863,0.02364704448939088,0.6302144143706236,0.022174364681166816,0.9721984881998548,0.01386903486655044,0.781756913226732,0.05078708640853194,0.9253780141180931,0.01277571529587527,0.9281211669577442,0.011812056272714469,5.782717895507813,0.487219174093877
SMOTEENN,LogisticRegression,0.057320759590110404,0.004010481989098187,0.9104926819212533,0.029377429795089113,0.10782680099237747,0.007101994101581251,0.9777831699869882,0.008656683532176615,0.7365859004894488,0.026567469589804438,0.9416089452813392,0.01494834304011425,0.94224667509706,0.014408332010418913,0.28593854904174804,0.02221783118468323
SMOTEENN,RandomForest,0.682805356799474,0.07218852953443837,0.8393939393939395,0.02548498594236718,0.7518074427951588,0.0499574323668583,0.982926816805362,0.007058956042891492,0.8223192240633882,0.04734109316589439,0.915785385701853,0.013885272811086563,0.9193522815869508,0.01278776199961492,5.54453444480896,0.06786262886424686
SMOTEENN,SVM,0.09180289860560589,0.01008877972571579,0.8881880024737168,0.03232261441401145,0.16627223566105875,0.01658394077288605,0.9714346154592259,0.008832209616641447,0.6623607202422903,0.05696653036566274,0.9350511385538626,0.0170683224187131,0.9364211735633272,0.016096439355482606,82.70187816619872,4.401196518492905
SMOTEENN,XGBoost,0.6527738487933297,0.04065154431245249,0.8495567924139353,0.01983619593140393,0.7377748196552163,0.029391572956844025,0.9815741613310205,0.010118459681026828,0.8312023333952274,0.03574939084586558,0.9213009752739734,0.0107463910145715,0.9243844669383747,0.009931331105524419,4.240620231628418,0.1411141071023679
SMOTETomek,DecisionTree,0.39112471863013065,0.0197224821323477,0.7927025355596784,0.029033752100978447,0.5236807679777078,0.022510188892932045,0.8952820311936585,0.014539113883866176,0.31072131315779,0.025034910400906597,0.8892670089806941,0.01630094841820969,0.8952820311936585,0.014539113883866176,46.448757123947146,3.597614347101483
SMOTETomek,KNN,0.4687277842426611,0.028338871008248296,0.8516182230467944,0.021056709204748402,0.6042803675989207,0.025630320442493863,0.9324655849787682,0.007582384998432504,0.6276961553330481,0.03509671142163045,0.9220009723100555,0.011389249185593897,0.9249702532148311,0.010532159710084615,3.367718553543091,0.03921212702161449
SMOTETomek,LightGBM,0.5428676314357637,0.0349486690523853,0.8536178107606679,0.020166149964587952,0.6630895394323417,0.026899010845759085,0.9722335647491599,0.0175927185542281,0.8157397301494205,0.047868910432245615,0.9232840931167157,0.010900237052668219,0.9261828392213202,0.0100710431838509,5.789178943634033,0.40458689033845546
SMOTETomek,LogisticRegression,0.05918562276084978,0.004030988858975384,0.9104926819212533,0.029377429795089113,0.1111221033626663,0.007120150104229833,0.9779259814189633,0.009068535434262448,0.7287704704367476,0.032707870966259635,0.9420327860619372,0.01499432028527033,0.9426845696858083,0.0144489722785577,0.3108672142028809,0.029210468816782076
SMOTETomek,RandomForest,0.7172152949219662,0.05954767069454704,0.8393939393939395,0.030041099251347035,0.77284775135953,0.04438229018258577,0.9790323672958878,0.008699806597312666,0.8419120419021443,0.03509406608492341,0.9158033993057874,0.016316136534218394,0.9194067985839437,0.015063044078954674,5.816335916519165,0.12113760546987874
SMOTETomek,SVM,0.0926344209500132,0.010416525833861368,0.88008658008658,0.03485872495327905,0.16748107525682038,0.01706367739997705,0.9703302301810999,0.00911217358208071,0.6563352511139859,0.06330995836003078,0.9308885371147217,0.018462999331945007,0.9325129100070626,0.01734868229178468,83.91456518173217,4.26517755012594
SMOTETomek,XGBoost,0.7412875810404496,0.051950633012886126,0.8394145537002681,0.022101934983585314,0.7865731204993122,0.03348507391752486,0.9742743259717642,0.008416375512930365,0.8518026584511512,0.027927768824392744,0.9158973526317583,0.012040983300072977,0.9194505193804261,0.01106380551791804,4.282537126541138,0.18442663021937497
Tomek Links,DecisionTree,0.7569873828577316,0.03720752720577506,0.7926819212533498,0.029164836176656696,0.773987529378993,0.027286385308777653,0.8961193754130914,0.01458818434447151,0.6006524251920454,0.04123533390224654,0.8900092874989788,0.016369261674321078,0.8961193754130914,0.014588184344471473,23.300428104400634,1.663086370204197
Tomek Links,KNN,0.9288730452776693,0.053862923996564414,0.77847866419295,0.026082943002590692,0.846737359475679,0.03458512965273532,0.9246759638083649,0.012071855530139014,0.808059130548755,0.03646128163251582,0.8821685979061856,0.01484050936633544,0.8891865737122885,0.013068011811272812,1.6184845447540284,0.012428674741714576
Tomek Links,LightGBM,0.2786294970963762,0.07070002399607454,0.5749330035044321,0.085358258141928,0.3721823878206818,0.07436491997082473,0.76116649019453,0.03666647101871219,0.2013023806613048,0.07111526247276222,0.7554789089642525,0.05725663370621345,0.7861141285042341,0.04263067763207354,2.6121488571166993,0.1209115964422026
Tomek Links,LogisticRegression,0.8812895181155428,0.03671563496488589,0.6281385281385281,0.0412106614186867,0.732770912382614,0.03286351424445771,0.9737379548662808,0.008484436297417708,0.7607705970350228,0.023065985653535463,0.7921520912662349,0.025999746479032467,0.8139954023314029,0.020605161546033816,0.17812628746032716,0.009315271701996605
Tomek Links,RandomForest,0.951849593495935,0.034277421005012625,0.792723149866007,0.014619453276353108,0.8649215572889284,0.021511395519277127,0.9636059237924371,0.01256062608624992,0.846996065209629,0.02889901506409018,0.8902882465852539,0.008267338201742134,0.896326402676879,0.007329196199198938,4.586495733261108,0.15375778853922606
Tomek Links,SVM,0.9383536961287297,0.04168376299709686,0.7703978561121418,0.03780341457635967,0.8459518945474003,0.03738597067154644,0.9459612032178677,0.016062719371230466,0.8093183066106441,0.03685875316387279,0.8774709623010359,0.021684336933123913,0.8851549627359155,0.018923930036353866,11.919486093521119,0.3798482634257239
Tomek Links,XGBoost,0.9608175090744148,0.028203720182771185,0.794743351886209,0.03789624992083419,0.869610736427908,0.030319077650600094,0.9799558935122861,0.008343783510187348,0.8496232994384135,0.024608922423499737,0.8912537599419865,0.021386298240324716,0.897343538138205,0.018956980930260586,2.047075796127319,0.11545684481648257
